MEDIAN	SYMBOL
224	RANBP16
3652	MAPRE3
1687	MARK3
3505	IARS
102	ARHGEF7
260	KIAA1037
1381	DKFZP586B0923
94	LAP1B
118	LAP1B
3324
3620	TLE2
93	KIAA0530
71	UBL3
60	PPIF
309	TACC1
1434	SNRPA
3230	ICAP-1A
193	TSBP
6279	ILF3
1211	ILF3
285	KIAA0750
3416	CREB3
1815	SEC23B
29	PCTAIRE2BP
192	ATP10D
6262	UQCRC2
1116	KIAA1053
1238	PSG1
221	FLJ11806
2388	MRGX
403	CKB
71	RAC1
48	TDG
4248	NIPSNAP1
661	PPP2R1A
331	FLJ20274
1026	RBM6
1075	RBM6
426	COX6B
3815	DVL3
124	EDF1
4729	SNRP70
57	GYG
4019	MN7
2671	MN7
116	BICD2
1074	ACLY
1045	CES2
4297
1110	EEF1A1
2780	EEF1A1
1375	EEF1A1
434	MTX1
1282	DXS9879E
73	SUCLA2
2898	POU2F1
188	SQSTM1
177	YWHAQ
1510	STRN3
88	WWP1
3560	ATP6IP2
4941	PRPF31
3113	PRPF31
539	LOC146542
3115	CUL4A
74
397	CAPZA1
2148	BPHL
774
2152	FLJ10097
2150
965	FLJ14627
1414
3831	WSB1
1511	LOC50999
284	DKFZp667O2416
426	CRIM1
1609	ZNF291
148	RCE1
62	FLJ12671
4158
3640
3937	CNN3
2135	FXYD2
6007	PTOV1
223	JJAZ1
70	B4GALT1
324	SMARCA2
278	SMARCA2
2399	HK2
4067	STK39
254	KIAA0229
2796	TFIP11
2670	TFIP11
3002	KATNB1
170	C14orf3
265	KIAA1564
3952	FLJ10534
3581	FLJ10534
1504	76P
1468	76P
77	YME1L1
3116	TSPAN-5
6022	GPRK5
3186	MAP3K12
2046	TNRC11
131	CSNK2B
4419	CHES1
3949	SLC16A5
56	PFDN4
338	KIAA0888
927	SYN47
3047	PRKAA1
189	DKFZP564O243
897	GPD2
101	RYR3
1200	U1SNRNPBP
213	ZNF84
980	SULT2B1
46	RPP38
89	MGC21654
2318	SECTM1
3545	ZNF261
2917	C9orf16
3158	PMAIP1
3107	IRS1
64	TAF5
470	TSNAX
228	KIAA0290
67	HT012
57	HT012
111	HIP1
4380	NSPC1
104	NSPC1
916	DNMT2
77	MTERF
3543	SPINK2
4647	KIAA0543
635	KIAA0150
2041
2775
4517	FALZ
720	ERCC2
130	TERF2
2581	LIG3
406	IFITM2
294	TUCAN
94	SAC3
67	T54
736	KCNN4
474	SNPH
1131	PGPL
546	CUL5
391	KIAA0557
3148	BAIAP3
2629	FLJ13639
4032	AMT
3272	KIAA0601
411
3708	SLC1A4
3125	LOC92703
190	KIAA0033
643	RANBP3
117	HNRPH2
306	HNRPH2
281	G3BP
4173	APP
2092	PPP1R12B
1613	MIC2
141	MAGED1
70	IFNGR2
2185	PRKRIR
401	OXCT
264	CALM1
2211	CALM1
1931	ADPRT
1479	MGC4276
185	SKIP
3387	RPL36A
3319	CTNNA1
214	CTNNA1
2443	CTNNA1
111	CLTC
1683	MBD3
132	DAXX
130	PPM1G
3394	P24B
68	PPP2R2A
4262	TAPBP
3572	KIAA0663
4421	PSME2
4015	ARSDR1
289	RANBP2L1
518	CBFB
400	FLJ12443
1163	FLJ12443
3455	RPL11
4217	KIAA1100
69	CSTF3
94	PSMB8
227	SMT3H2
370	MLC-B
4217	LC27
3953	TNFRSF12
3642	TNFRSF12
75	KIAA0992
3970	LOC56267
2573	DUSP6
4491	SRP14
83	KPNB1
192	RAD23A
68	SFPQ
172	DNM1L
87	OS4
4491	SF1
67	UBE3A
396	COX6A1
914	S164
4712	LPL
54	RBM12
116	WBSCR1
5169	PRDX1
1768	ID2
439	KIAA0729
4584	KIAA0729
2376	MSF
1416	PGAM1
4552	STAT6
2039	COX5A
583	KIAA0788
2297	DUSP3
2769	OCRL
207	ATP5F1
2001	HMGN2
97	DKFZP564D116
84	DNAJB6
290	LOC136442
3716	ATF4
4006	HSU79252
936	HLA-A
3661	CTSS
2259	PSMA2
3744	NARS
153	UAP1
993	KIAA0447
2956	PPP1CB
3231	SERPINE2
153
95	CSTF2T
2101	FLJ13052
106	JTV1
73	TRIP3
262
4366	EEF1D
3882	CAST
4285	WBSCR20B
909	HSPC111
3743	DDX17
39	GTPBP1
212
222	ITGA6
2585	KIAA1049
3932	KIAA1049
2534	API5
3682	MGC2747
4251
445	SAP18
84	SAP18
350	BAF53A
2011	PEX10
1771	HNRPH3
1766
217
3360	HNRPH1
130	STARD7
2602	STARD7
3432	ITM2B
4258	AHCYL1
4226
160	APBA2BP
990	CTBP1
595	CTBP1
2548	OSBP
2942	CS
60	SAFB
3571	LRRFIP1
2581	NOLA2
2464	FOXM1
2811	FOXM1
4572	EML2
33	LOC57147
497	POLR2E
1578	CENTB2
227
165	DC8
4104	AES
725	AES
2174	UBE4B
4520	RANBP1
4164	CDS2
3176	PURA
3943	COL6A1
54	SIAT1
200	BCL11A
214	CNOT8
2271	CNOT8
234	ABCG1
1509	SIP1
4062	KIAA1002
115	HPRP8BP
579	KIAA0831
3603	RPS6KB2
914	C6orf28
220
1205	KIAA0594
2894	DPH2L2
75	KIAA0308
3239	RIPK2
131	KIAA0346
448	KIAA0346
452	UTRN
57	ZNF195
537	CHST1
3520	CYLN2
3292	FLJ21940
4904	KIAA1111
3344	SNRPF
4438	FLJ21919
204	RDBP
62	SUPV3L1
135	ICB-1
53	LOC51103
235	CLPTM1
134	BYSL
2120	MIR16
347	LEC2
4832	CAMTA2
294	CLSTN3
70	FLI1
1930	ZNF212
4475	ABCC5
3756	PPP2R1B
99	WDR7
207	ICK
524	RPS6KA5
246	FLJ12552
194	ZNF198
54	DKFZP564F1123
404	OSBPL8
3327	HSD17B8
3325	TBP
128	TIC
770	TGFB1
3652	RNAHP
46	CHSY1
2521	SAR1
2792	SAR1
178	C6orf34
39	KIAA0423
4350	KIAA0467
1379	TPP2
213	RBM14
4417	PMS1
1113	SNX2
131	FLJ38984
110	KIAA0339
330	ZNF148
289	ZNF148
138	TRG
89	APOBEC3G
253	KIF2
3418	NINJ1
76	JUND
288	JUND
116	LDHA
1197	LOC57149
2291	PRPS2
1808	ATP11A
151	ZF
1179	CLSTN1
156	SKI
1498	SKI
1317	HIPK3
80	KIAA0854
94	MAF
389	MAF
192	MAPKAPK5
308	HSPA9B
135	HSPA9B
70	BRAP
474	MRPL9
55	YKT6
4314	MFNG
1319	INPP1
878	HMG20B
1357	HMG20B
3918
164
167	ACAA2
2952	ZNF151
1165	CDK2AP1
4877	PPP1R7
87	ZNF216
2177	BUB3
665	AP1S2
4517	AP1S2
3511	RER1
395	RER1
4670	RER1
56	KIAA0052
664
250	BMI1
4468	A2LP
622	DNAJC9
265	REL
98	REL
83	SP3
140	PNN
60	PPP1R16B
1960
12	FEN1
462	NUDT3
4568	KIAA0746
3441	LOC51112
2294	HAN11
1370	SSI-1
1217	JAK1
1437	KIAA0947
198	SEC22L1
272	SEC22L1
250	PA2G4
4019
211	TBL3
3346
463	KIAA1219
95	DRG1
308	HLA-DMB
524	TRIP4
741	KIAA0708
2762	MGEA6
221	IRF6
853	ZNF266
148	ZNF266
281	TRAP240
3856	TIMELESS
94	SDF2
1107	FUT8
101	E2F3
4955	SENP3
152	KIAA0256
330	WTAP
305	MYLE
354	KIAA0073
2071	DJ167A19.1
194	C4.4A
428	SMA3
3605	SMA5
184	JIK
2700	JIK
86	FHX
1252	CIAO1
277	KIAA1033
3772	ADA
131	MID2
238	NMT2
4044	STK11
1448	SUPT6H
3182	DKFZP566B183
46
2384	TIMM44
46	PCF11
165	TDPGD
490	KIAA0191
3825
59
2699
3104	C1orf21
824	ABCB7
4102	BCKDHB
854	BCKDHB
3421	KIAA0752
4609
722	TM4SF11
45
926	KIAA0794
54	SYNJ1
124	BN51T
91	MGC3077
2939	KIAA0939
1063	BRD1
121	F2R
352	POLR3F
2731	LOC54103
887	KIAA0560
2432	ZNF36
2385	PIK3C2B
189	RC3
4608	FADS1
4545	NNT
1253	HLA-DRB1
2443	DXS1357E
4585	CSNK1G2
3352	ECE1
423	KIAA1007
315	KIAA0152
362	ARIH1
74
32
6199	KIAA0870
90	SRRM1
2823	RBM3
219	OPTN
4529	OPTN
1216	OPTN
2265	IFITM3
577	NHP2L1
120	MEF2A
536	C21orf33
3525	P5
305	GHITM
573	ACTN4
131	LRPPRC
165	NTPBP
757	VAPB
2417	C22orf5
4094	TCEB1L
293	COX7A2
115	TIAL1
4267	TIAL1
2878	TIAL1
3036	RPL35
4670	MAN2A2
3758	GOLGIN-67
3614	PRKAR1A
4038	PCOLN3
3781	ATOX1
914	SLC1A5
3145	RGS16
86	PPFIA1
3063	PPFIA1
2037	DKFZp564B0769
5207	EIF4G2
2425	KIAA0669
105	KIAA0669
3755	KIAA0669
3679	ALDH5A1
2511	MGC16824
4419	ABCC8
34	NCK1
48	PLCL2
225	SMPD2
1114	DNAJC7
144	DNAJC7
4407	FLJ22531
1334	DMTF1
129	MGC4175
4080	DKFZp434H1419
4350	KIAA0906
720	FUCA1
1478	SYNE-2
638	FYB
88	CDC2L5
99	ZF5128
84	STAU
86	LOC51096
300	PINK1
3118
153	MBD1
2079	KIAA0731
3139	KIAA0494
1951	JTB
813	JTB
523	JTB
112	CHERP
489	TREX2
77
1818	IL24
212	DIPA
60	RLF
599	PRPSAP2
694	MYB
57	HAT1
3197	FRAG1
518	LOC93081
400	KIAA0056
112
4656
3214	ATPAF2
1171	GGT1
176	PES1
150	T1A-2
99	DFNA5
211	MC2R
228	TPR
484	MAX
477	EWSR1
2801	B2M
1648	TUBB5
103	NP
3504	CXCL10
4327	TRA
975	TRA
541	PRKACA
4297	NFIC
227	TRA1
4131	CSNK1G2
3143	CSNK1G2
2142	MEN1
56	CGR19
47	CGR19
3261	SMARCC1
379	SMARCC2
3581	SMARCD2
138	UBL1
1171	BIN1
4359	ASAH1
1368	IFI35
3832	GTF2I
131	OSTF1
2014	TUBB4
4422	STAT5B
1036	RIPK1
4380	HDAC1
1221	IRF5
125	SNRK
238	NCOA1
1981	CASP9
973	MUTYH
3613	MUTYH
1612	CSNK1D
101	IL15RA
4872	IL11RA
193	CLN3
1610	TAX1BP1
1120	POLR2L
1444	UBE2D3
4152	CDC37
153	STAT5A
17	ELF2
1623	SUPT4H1
58	MADH4
40	MADH4
286	CBLB
1439	NR1H2
857	NR1H2
3676	MAP3K12
373	PMS1
1520	PMS1
3346	PMS2
2146	DUSP5
3549	RTVP1
4020	RYK
3515	NFKB2
3233	NFKB2
669	PKIA
3366	NR4A2
302	RARS
54	EP300
53	ARHGAP1
101	ARHGAP1
2927	AKAP13
3924	GSTM4
541	KRT1
741	PML
3126	RELB
4704	NAP1L1
3881	TTK
2737	CASP1
2199	CENPC1
140	NR2C1
2548	XRCC5
119	XRCC5
46	EDG1
2361	PTPN1
771	SRD5A1
62	ICAM2
1603	PTPN1
165	PSMC3
142	CSNK2A1
783	TNFAIP3
59	RAB5A
3476	NR2C1
3988	BRCA1
746	BRCA1
4285	MT1B
173	ADRB2
1135	RAB4A
410	RAB6A
60	RAB2
3431	IL9R
2025	DCTD
3194	DCTD
787	GSK3A
2430	TFDP2
1940	PRSS8
404	PSEN1
167	PSEN1
3667	CLK2
43	CXCR4
71	RPA3
1214	RPA3
506	MXI1
3138	INPP1
342	DDX9
3760	EIF1A
4016	NEK4
85	IRF1
2218	MTHFD1
524	IFITM1
1067	IFITM1
1713
84	PSMC1
4115	P4HB
1499	ZNF234
1809	NFIA
80	NR3C1
110	TUBB
4153	IGL
242	GS3955
3610	HSF4
873	HSF4
331	RQCD1
369	SNRPC
3306	OATL3
293	MUC3A
469	MUC3A
265	AKAP13
1023	NT5C2
59	NAP1L3
3127	DDX8
1629	PDE3B
196	MXI1
305	CAD
80	PIGC
58	DNAJB1
3706	ITPR1
2277	ITPR2
1828	ANXA2
90	DYRK2
59	DYRK2
118	GMFB
1030	LGALS9
242	KPNA5
141	ANXA2
459	CD7
3595	PIGF
399	GDI2
1001	SSTR5
172	RUNX1
39	RABGGTB
303	RPC62
5249	WWP1
1915	WWP1
125	WWP2
141	POLA
3843	EGR1
94	PTPN6
4102	CDKL1
90	PRIM1
183	CDK5R1
69	TAF12
68	CNK
3426	RAB27A
3702	ARHGEF1
729	UFD1L
312	PPP1R2
60	DOK1
158	YAF2
3056	ATRX
72	GSTTLp28
3406	PRPF4B
249	DDX3
147	PTGER2
1418	GSTP1
48	DDX10
108	UBE2D2
139	ZNFN1A1
3255	PDAP1
2392	ME1
164	UBE2I
148	ZNF220
119	PTP4A1
1185	STAT6
1135	TRAF1
2369	TRAF1
731	IRS1
40	NFE2L2
4155	PDCD2
141	PPM1A
153	POR
100	MSH2
86	MSH2
2892	RPS6KA3
171
4111	TAF10
65	GTF2A2
5673	MT3
98	GNAI3
3235	CREB1
3292	PRL
149	MX2
2806	FKBP1A
2999	CSF1
87	PIM1
1327	DCK
1951	GDF1
241	UBE2A
294	YY1
88	E2-EPF
130	E2-EPF
879	MIF
4042	EFNA3
62	PPP2R5A
4127	GUK1
310	STAT4
2949	ADA
4261	IFIT2
164	CALM2
3513	NKTR
114	PPP2R1A
94	PPP2CB
2312	IFI30
32	EBI2
4042	ZNF91
4289	ZNF91
2697	GPLD1
111	CAP
4071	D4S234E
3636	NF1
1060	PSMB6
18	RUNX1
1331	PPFIA1
1007	PSMD7
81	TCTEL1
4244	MCM7
68	PPID
80	PSMC6
180	TLOC1
97	PSMF1
3572	FKBP1B
2526	PPP1CA
1207	CALM1
1069	TUBB
379	ARRB2
313	POLR2I
3025	CDC42
53	LIG4
2069	USP9X
3167	USP9X
185	USP9X
1788	SGK
627	MAPK1
64	NPC1
237	MCM5
3287	CYP19
31	NCK1
3891	TYK2
4183	PTPRM
563	PTPRM
174
860
122
132
153
400
185
1004
582
2798
175
305
2309
834
3788
564
6422
497
4090
4162
2818
593
1652
2059
110
1934
1571
349
2784
3394
3961
											
